scenario_id,num_of_threads,bucket,query_id,cartesian_product,probability,running_time,improvement_factor
4,1,1,2,162,{0.5=0.0728923578029693},35973,1.000000
4,2,1,2,162,{0.5=0.07289235780297007},17621,2.041485
4,4,1,2,162,{0.5=0.07289235780296968},10284,3.497958
4,6,1,2,162,{0.5=0.07289235780296871},8222,4.375213
4,8,1,2,162,{0.5=0.07289235780296871},6281,5.727273
4,10,1,2,162,{0.5=0.07289235780296868},5427,6.628524
4,12,1,2,162,{0.5=0.07289235780296933},5379,6.687675
4,14,1,2,162,{0.5=0.07289235780296918},5142,6.995916
4,16,1,2,162,{0.5=0.07289235780296918},5032,7.148848
4,18,1,2,162,{0.5=0.07289235780296918},5101,7.052146
4,20,1,2,162,{0.5=0.07289235780296917},5092,7.064611
4,22,1,2,162,{0.5=0.07289235780296918},5115,7.032845
4,24,1,2,162,{0.5=0.07289235780296917},5139,7.000000
5,1,1,2,324,{0.5=0.5428269310744673},109097,1.000000
5,2,1,2,324,{0.5=0.5428269310744707},55220,1.975679
5,4,1,2,324,{0.5=0.5428269310744785},29463,3.702848
5,6,1,2,324,{0.5=0.5428269310744793},24240,4.500701
5,8,1,2,324,{0.5=0.5428269310744666},19558,5.578126
5,10,1,2,324,{0.5=0.5428269310744688},18956,5.755275
5,12,1,2,324,{0.5=0.5428269310744666},18979,5.748301
5,14,1,2,324,{0.5=0.5428269310744666},18920,5.766226
5,16,1,2,324,{0.5=0.5428269310744666},18747,5.819438
5,18,1,2,324,{0.5=0.5428269310744666},18867,5.782424
5,20,1,2,324,{0.5=0.5428269310744663},18505,5.895542
5,22,1,2,324,{0.5=0.5428269310744666},18539,5.884729
5,24,1,2,324,{0.5=0.5428269310744666},19154,5.695782
6,1,1,2,216,{0.5=0.7119566200040698},76765,1.000000
6,2,1,2,216,{0.5=0.7119566200040806},41561,1.847044
6,4,1,2,216,{0.5=0.7119566200040794},24033,3.194150
6,6,1,2,216,{0.5=0.7119566200040763},20682,3.711682
6,8,1,2,216,{0.5=0.7119566200040794},13902,5.521867
6,10,1,2,216,{0.5=0.7119566200040763},13037,5.888241
6,12,1,2,216,{0.5=0.7119566200040701},12286,6.248168
6,14,1,2,216,{0.5=0.7119566200040706},11657,6.585313
6,16,1,2,216,{0.5=0.7119566200040706},12079,6.355245
6,18,1,2,216,{0.5=0.71195662000407},11686,6.568972
6,20,1,2,216,{0.5=0.7119566200040701},12171,6.307206
6,22,1,2,216,{0.5=0.7119566200040705},11707,6.557188
6,24,1,2,216,{0.5=0.7119566200040707},12116,6.335837
13,1,2,2,1134,{0.5=0.9990991176085765},36768,1.000000
13,2,2,2,1134,{0.5=0.9990991176085814},17880,2.056376
13,4,2,2,1134,{0.5=0.9990991176085838},10420,3.528599
13,6,2,2,1134,{0.5=0.9990991176085858},8863,4.148482
13,8,2,2,1134,{0.5=0.9990991176085703},6712,5.477950
13,10,2,2,1134,{0.5=0.9990991176085696},5836,6.300206
13,12,2,2,1134,{0.5=0.9990991176085667},5471,6.720526
13,14,2,2,1134,{0.5=0.9990991176085717},5063,7.262097
13,16,2,2,1134,{0.5=0.9990991176085686},5199,7.072129
13,18,2,2,1134,{0.5=0.9990991176085686},5107,7.199530
13,20,2,2,1134,{0.5=0.9990991176085686},5273,6.972881
13,22,2,2,1134,{0.5=0.9990991176085686},5368,6.849478
13,24,2,2,1134,{0.5=0.9990991176085635},5055,7.273591
14,1,2,2,1512,{0.5=0.9875123223655354},312554,1.000000
14,2,2,2,1512,{0.5=0.9875123223655505},145873,2.142645
14,4,2,2,1512,{0.5=0.9875123223655465},88173,3.544781
14,6,2,2,1512,{0.5=0.9875123223655465},80937,3.861695
14,8,2,2,1512,{0.5=0.9875123223655468},56887,5.494296
14,10,2,2,1512,{0.5=0.9875123223655468},52992,5.898136
14,12,2,2,1512,{0.5=0.9875123223655465},48752,6.411101
14,14,2,2,1512,{0.5=0.9875123223655454},47234,6.617140
14,16,2,2,1512,{0.5=0.9875123223655461},48090,6.499355
14,18,2,2,1512,{0.5=0.9875123223655468},48571,6.434992
14,20,2,2,1512,{0.5=0.9875123223655379},46537,6.716247
14,22,2,2,1512,{0.5=0.9875123223655379},47658,6.558270
14,24,2,2,1512,{0.5=0.9875123223655461},46976,6.653482
15,1,2,2,1080,{0.5=0.8974480118592808},61473,1.000000
15,2,2,2,1080,{0.5=0.8974480118592605},30590,2.009578
15,4,2,2,1080,{0.5=0.8974480118592649},17318,3.549659
15,6,2,2,1080,{0.5=0.8974480118592613},14105,4.358242
15,8,2,2,1080,{0.5=0.8974480118592741},10630,5.782973
15,10,2,2,1080,{0.5=0.8974480118592741},9438,6.513350
15,12,2,2,1080,{0.5=0.8974480118592737},8732,7.039968
15,14,2,2,1080,{0.5=0.8974480118592736},8158,7.535303
15,16,2,2,1080,{0.5=0.8974480118592737},8112,7.578032
15,18,2,2,1080,{0.5=0.8974480118592737},8298,7.408171
15,20,2,2,1080,{0.5=0.8974480118592737},8059,7.627870
15,22,2,2,1080,{0.5=0.8974480118592737},7929,7.752932
15,24,2,2,1080,{0.5=0.8974480118592737},8894,6.911738
