scenario_id,num_of_threads,bucket,query_id,cartesian_product,probability,running_time,improvement_factor
11,1,2,0,1296,{0.5=0.9207616722996202},51495,1.000000
11,2,2,0,1296,{0.5=0.9207616722996247},27500,1.872545
11,4,2,0,1296,{0.5=0.9207616722996206},18252,2.821335
11,6,2,0,1296,{0.5=0.920761672299629},12901,3.991551
11,8,2,0,1296,{0.5=0.9207616722996206},10894,4.726914
11,10,2,0,1296,{0.5=0.920761672299629},11353,4.535806
11,12,2,0,1296,{0.5=0.920761672299629},11246,4.578961
11,14,2,0,1296,{0.5=0.9207616722996206},11208,4.594486
11,16,2,0,1296,{0.5=0.920761672299629},10990,4.685623
11,18,2,0,1296,{0.5=0.920761672299629},10917,4.716955
11,20,2,0,1296,{0.5=0.920761672299629},10925,4.713501
11,22,2,0,1296,{0.5=0.9207616722996207},11079,4.647983
11,24,2,0,1296,{0.5=0.9207616722996206},11189,4.602288
12,1,2,0,1944,{0.5=0.43320603693514165},58417,1.000000
12,2,2,0,1944,{0.5=0.433206036935136},28265,2.066761
12,4,2,0,1944,{0.5=0.4332060369351523},21694,2.692772
12,6,2,0,1944,{0.5=0.4332060369351523},22137,2.638885
12,8,2,0,1944,{0.5=0.4332060369351523},21678,2.694760
12,10,2,0,1944,{0.5=0.4332060369351523},26811,2.178844
12,12,2,0,1944,{0.5=0.4332060369351523},20937,2.790132
12,14,2,0,1944,{0.5=0.4332060369351523},20263,2.882939
12,16,2,0,1944,{0.5=0.4332060369351523},20995,2.782424
12,18,2,0,1944,{0.5=0.4332060369351523},20368,2.868077
12,20,2,0,1944,{0.5=0.4332060369351523},21071,2.772389
12,22,2,0,1944,{0.5=0.4332060369351523},20591,2.837016
12,24,2,0,1944,{0.5=0.4332060369351523},21625,2.701364
21,1,3,0,3888,{0.5=0.9897361229761631},90535,1.000000
21,2,3,0,3888,{0.5=0.9897361229761598},44195,2.048535
21,4,3,0,3888,{0.5=0.9897361229761764},23337,3.879462
21,6,3,0,3888,{0.5=0.9897361229762025},18612,4.864335
21,8,3,0,3888,{0.5=0.9897361229762027},19029,4.757738
21,10,3,0,3888,{0.5=0.9897361229762027},19041,4.754740
21,12,3,0,3888,{0.5=0.9897361229762027},18799,4.815948
21,14,3,0,3888,{0.5=0.9897361229762027},19765,4.580572
21,16,3,0,3888,{0.5=0.9897361229762021},18828,4.808530
21,18,3,0,3888,{0.5=0.9897361229762021},18826,4.809041
21,20,3,0,3888,{0.5=0.9897361229762021},18802,4.815179
21,22,3,0,3888,{0.5=0.9897361229762027},19765,4.580572
21,24,3,0,3888,{0.5=0.9897361229762021},18832,4.807508
22,1,3,0,3888,{0.5=0.9579337401688396},89635,1.000000
22,2,3,0,3888,{0.5=0.9579337401688104},43370,2.066751
22,4,3,0,3888,{0.5=0.9579337401688681},23835,3.760646
22,6,3,0,3888,{0.5=0.9579337401689029},20985,4.271384
22,8,3,0,3888,{0.5=0.9579337401689029},21788,4.113962
22,10,3,0,3888,{0.5=0.9579337401689029},20668,4.336898
22,12,3,0,3888,{0.5=0.9579337401689029},20941,4.280359
22,14,3,0,3888,{0.5=0.9579337401689029},20926,4.283427
22,16,3,0,3888,{0.5=0.9579337401689029},21272,4.213755
22,18,3,0,3888,{0.5=0.9579337401689029},21202,4.227667
22,20,3,0,3888,{0.5=0.9579337401689029},20984,4.271588
22,22,3,0,3888,{0.5=0.9579337401689029},21011,4.266098
22,24,3,0,3888,{0.5=0.9579337401689029},21068,4.254557
23,1,3,0,2592,{0.5=0.9994494883510142},103952,1.000000
23,2,3,0,2592,{0.5=0.9994494883510178},57856,1.796737
23,4,3,0,2592,{0.5=0.9994494883510314},37511,2.771240
23,6,3,0,2592,{0.5=0.9994494883509856},29486,3.525470
23,8,3,0,2592,{0.5=0.9994494883509984},28223,3.683237
23,10,3,0,2592,{0.5=0.9994494883510001},29609,3.510824
23,12,3,0,2592,{0.5=0.9994494883510006},28354,3.666220
23,14,3,0,2592,{0.5=0.9994494883510006},28126,3.695940
23,16,3,0,2592,{0.5=0.9994494883510006},28556,3.640286
23,18,3,0,2592,{0.5=0.9994494883510006},28185,3.688203
23,20,3,0,2592,{0.5=0.9994494883510006},28917,3.594840
23,22,3,0,2592,{0.5=0.9994494883510006},28707,3.621138
23,24,3,0,2592,{0.5=0.9994494883510006},28679,3.624673
24,1,3,0,2592,{0.5=0.9936996751585804},123148,1.000000
24,2,3,0,2592,{0.5=0.9936996751585737},67059,1.836413
24,4,3,0,2592,{0.5=0.9936996751585888},43852,2.808264
24,6,3,0,2592,{0.5=0.9936996751585939},32380,3.803212
24,8,3,0,2592,{0.5=0.993699675158599},27106,4.543201
24,10,3,0,2592,{0.5=0.993699675158599},29366,4.193557
24,12,3,0,2592,{0.5=0.9936996751585956},27392,4.495765
24,14,3,0,2592,{0.5=0.9936996751585956},27149,4.536005
24,16,3,0,2592,{0.5=0.9936996751585956},27309,4.509429
24,18,3,0,2592,{0.5=0.9936996751585956},27653,4.453332
24,20,3,0,2592,{0.5=0.9936996751585956},27405,4.493632
24,22,3,0,2592,{0.5=0.9936996751585956},27153,4.535337
24,24,3,0,2592,{0.5=0.9936996751585956},27769,4.434730
25,1,3,0,2592,{0.5=0.4364585447420758},52238,1.000000
25,2,3,0,2592,{0.5=0.4364585447420628},28322,1.844432
25,4,3,0,2592,{0.5=0.4364585447420859},18625,2.804725
25,6,3,0,2592,{0.5=0.43645854474208534},13004,4.017072
25,8,3,0,2592,{0.5=0.4364585447420878},11988,4.357524
25,10,3,0,2592,{0.5=0.436458544742088},12023,4.344839
25,12,3,0,2592,{0.5=0.436458544742088},12271,4.257029
25,14,3,0,2592,{0.5=0.436458544742088},12401,4.212402
25,16,3,0,2592,{0.5=0.436458544742088},12340,4.233225
25,18,3,0,2592,{0.5=0.436458544742088},12285,4.252177
25,20,3,0,2592,{0.5=0.436458544742088},12227,4.272348
25,22,3,0,2592,{0.5=0.436458544742088},12127,4.307578
25,24,3,0,2592,{0.5=0.436458544742088},12121,4.309711
26,1,3,0,2592,{0.5=0.46222852906273815},46115,1.000000
26,2,3,0,2592,{0.5=0.4622285290627299},25010,1.843862
26,4,3,0,2592,{0.5=0.46222852906275064},15462,2.982473
26,6,3,0,2592,{0.5=0.46222852906274997},11834,3.896823
26,8,3,0,2592,{0.5=0.4622285290627547},10977,4.201057
26,10,3,0,2592,{0.5=0.4622285290627548},10985,4.197997
26,12,3,0,2592,{0.5=0.4622285290627548},11211,4.113371
26,14,3,0,2592,{0.5=0.4622285290627548},11054,4.171793
26,16,3,0,2592,{0.5=0.4622285290627548},11317,4.074843
26,18,3,0,2592,{0.5=0.4622285290627548},11244,4.101298
26,20,3,0,2592,{0.5=0.4622285290627548},11035,4.178976
26,22,3,0,2592,{0.5=0.4622285290627548},11615,3.970297
26,24,3,0,2592,{0.5=0.4622285290627548},11388,4.049438
27,1,3,0,3888,{0.5=0.03541375366440257},66811,1.000000
27,2,3,0,3888,{0.5=0.03541375366440211},32832,2.034935
27,4,3,0,3888,{0.5=0.03541375366440334},21621,3.090098
27,6,3,0,3888,{0.5=0.03541375366440334},21835,3.059812
27,8,3,0,3888,{0.5=0.03541375366440334},21556,3.099416
27,10,3,0,3888,{0.5=0.03541375366440334},22208,3.008420
27,12,3,0,3888,{0.5=0.03541375366440334},21989,3.038383
27,14,3,0,3888,{0.5=0.03541375366440334},21841,3.058972
27,16,3,0,3888,{0.5=0.03541375366440334},22259,3.001528
27,18,3,0,3888,{0.5=0.03541375366440334},21580,3.095968
27,20,3,0,3888,{0.5=0.03541375366440334},23092,2.893253
27,22,3,0,3888,{0.5=0.03541375366440334},21790,3.066131
27,24,3,0,3888,{0.5=0.03541375366440334},22336,2.991180
28,1,3,0,3888,{0.5=0.9989037636154355},56045,1.000000
28,2,3,0,3888,{0.5=0.998903763615449},26645,2.103396
28,4,3,0,3888,{0.5=0.9989037636154566},20003,2.801830
28,6,3,0,3888,{0.5=0.9989037636154565},19358,2.895185
28,8,3,0,3888,{0.5=0.9989037636154564},19334,2.898779
