1,360416,27257,13.222878,10.0,54.0,237.0,981.0,2475.0,6005.0,11761.0,21436.0,38149.0,97193.0,248787.0,374359.0,574569.0,853448.0,1217856.0,1701732.0,2127570.0,2226929.0,1592385.0,661617.0,10.0,54.0,237.0,981.0,2475.0,6005.0,11761.0,13004.0,14496.0,37375.0,97037.0,148913.0,232824.0,252507.0,109648.0,57864.0,33658.0,47654.0,65878.0,89215.0
2,253415,125814,2.014204,8.0,47.0,195.0,572.0,1359.0,2819.0,8089.0,23871.0,41295.0,69083.0,178728.0,355236.0,511761.0,747763.0,1056637.0,1358095.0,1770856.0,1799303.0,1347658.0,573427.0,8.0,47.0,195.0,572.0,1359.0,2819.0,8089.0,23871.0,41295.0,69083.0,178728.0,355236.0,511761.0,747763.0,1056637.0,893681.0,528081.0,580046.0,545612.0,267766.0
3,299579,183558,1.632067,13.0,71.0,232.0,773.0,1795.0,3644.0,10315.0,18243.0,38581.0,98514.0,182240.0,340884.0,515474.0,885569.0,1265727.0,1741641.0,2258724.0,2189556.0,1563822.0,666373.0,13.0,71.0,232.0,773.0,1795.0,3644.0,10315.0,18243.0,38581.0,98514.0,182240.0,340884.0,515474.0,885569.0,1265727.0,1741641.0,1011314.0,859224.0,657230.0,375337.0
4,305464,93735,3.258804,13.0,68.0,231.0,990.0,3491.0,9725.0,21996.0,41926.0,71751.0,120137.0,204083.0,345294.0,540911.0,779802.0,1097053.0,1481355.0,1950874.0,2112679.0,1569086.0,675274.0,13.0,68.0,231.0,990.0,3491.0,9725.0,21996.0,41926.0,71751.0,120137.0,204083.0,345294.0,216820.0,316264.0,448926.0,611121.0,400983.0,243274.0,336797.0,319750.0
5,235567,55054,4.278835,10.0,57.0,225.0,814.0,2155.0,5013.0,9498.0,18457.0,27393.0,38437.0,110535.0,212592.0,358544.0,544187.0,828973.0,1126239.0,1534029.0,1669879.0,1236214.0,529991.0,10.0,57.0,225.0,814.0,2155.0,5013.0,9498.0,18457.0,27393.0,24495.0,55266.0,97765.0,156870.0,99331.0,154452.0,213594.0,312091.0,441926.0,398989.0,150631.0
6,316590,76852,4.119476,10.0,49.0,213.0,799.0,2029.0,4387.0,8138.0,22141.0,36932.0,87080.0,143459.0,213350.0,531796.0,768099.0,1080747.0,1544425.0,2037919.0,2164298.0,1567473.0,660344.0,10.0,49.0,213.0,799.0,2029.0,4387.0,8138.0,22141.0,36932.0,87080.0,143459.0,90135.0,226253.0,330920.0,305752.0,294467.0,415456.0,572285.0,337281.0,296804.0
7,291149,61119,4.763641,8.0,44.0,195.0,741.0,2586.0,5981.0,12161.0,36213.0,65767.0,133821.0,225014.0,352426.0,535211.0,769215.0,1095484.0,1500507.0,1971313.0,2006979.0,1448561.0,601369.0,8.0,44.0,195.0,741.0,2586.0,5981.0,12161.0,36213.0,65767.0,133821.0,225014.0,352426.0,535211.0,501354.0,199584.0,278756.0,166524.0,100213.0,138194.0,186736.0
8,267240,197975,1.349867,17.0,84.0,252.0,924.0,2358.0,5038.0,13497.0,23834.0,62863.0,105854.0,160368.0,317330.0,501120.0,688074.0,919892.0,1335594.0,1775661.0,1942715.0,1439332.0,614065.0,17.0,84.0,252.0,924.0,2358.0,5038.0,13497.0,23834.0,62863.0,105854.0,160368.0,317330.0,501120.0,688074.0,919892.0,1335594.0,1775661.0,1504868.0,574876.0,398973.0
9,339163,77092,4.399458,10.0,54.0,258.0,907.0,3318.0,8500.0,17356.0,32192.0,55079.0,87061.0,146982.0,366229.0,566583.0,833663.0,1202881.0,1682797.0,2176777.0,2166893.0,1515516.0,656294.0,10.0,54.0,258.0,907.0,3318.0,8500.0,17356.0,32192.0,21055.0,34062.0,58590.0,147086.0,231179.0,344439.0,503366.0,298983.0,419270.0,240433.0,327402.0,249529.0
10,349826,250500,1.396511,10.0,38.0,204.0,678.0,2063.0,5471.0,11839.0,22719.0,60573.0,100578.0,197541.0,369501.0,569505.0,802696.0,1165506.0,1644648.0,2139064.0,2243897.0,1612464.0,666683.0,10.0,38.0,204.0,678.0,2063.0,5471.0,11839.0,22719.0,60573.0,100578.0,197541.0,369501.0,569505.0,802696.0,1165506.0,1644648.0,965678.0,1192375.0,1063948.0,531895.0
